website,name,link,salary_min,salary_max,salary_currency,employer,address
hh.ru,Data Analyst,https://spb.hh.ru/vacancy/55497955,,,,Playgendary,Аксай (Казахстан)
hh.ru,Программист Python,https://spb.hh.ru/vacancy/55591635,,,,АО ИНТЕКО,Москва
hh.ru,"Data Scientist, Junior",https://spb.hh.ru/vacancy/52396404,,,,ООО Диплей,Омск
hh.ru,Fullstack-разработчик (Gamedev),https://spb.hh.ru/vacancy/51177261,,,,Deus Craft,Москва
hh.ru,"Преподаватель IT-дисциплин (программирование, языки программирования)",https://spb.hh.ru/vacancy/55470331,48000.0,100000.0,руб,ЧУ ДО Московская школа программистов,Санкт-Петербург
hh.ru,Программист Python,https://spb.hh.ru/vacancy/55380324,100000.0,,руб,ООО ПРОС,Минск
hh.ru,Data engineer,https://spb.hh.ru/vacancy/50278257,,,,"Компания «СПОРТМАСТЕР», Управление бизнесами",Москва
hh.ru,Backend developer / Backend разработчик,https://spb.hh.ru/vacancy/55156231,150000.0,,руб,Ultimate Capital,Москва
hh.ru,Python-разработчик,https://spb.hh.ru/vacancy/55348853,80000.0,120000.0,руб,ИП Мухин Дмитрий Сергеевич,Ростов-на-Дону
hh.ru,Rust Developer,https://spb.hh.ru/vacancy/49052237,2300.0,,USD,IT Solutions Management International Pte. Ltd.,Минск
hh.ru,Senior Software Engineer (Python+Go) at Orca Security,https://spb.hh.ru/vacancy/55196328,,,,ООО Он Зэ Спот Девелопмент,Минск
hh.ru,"Middle Developer (C++, Python)",https://spb.hh.ru/vacancy/55441025,,250000.0,руб,Wanted,Москва
hh.ru,Middle Python Developer,https://spb.hh.ru/vacancy/54976852,,,,ООО Ласт Левел,"Санкт-Петербург, Выборгская и еще 3 "
hh.ru,C++/Python разработчик (Браузер),https://spb.hh.ru/vacancy/54918625,,,,VK,Москва
hh.ru,"Data Scientist, Поиск и Каталог, NLP",https://spb.hh.ru/vacancy/55433924,,,,Ozon Информационные технологии,Москва
hh.ru,Data Engineer,https://spb.hh.ru/vacancy/47155956,,,,ПАО Ростелеком,Москва
hh.ru,Senior Python developer,https://spb.hh.ru/vacancy/53382954,,,,ООО Аренадата Софтвер,Москва
hh.ru,Python Developer,https://spb.hh.ru/vacancy/55400582,4300.0,,USD,Vital Partners,Армения
hh.ru,Python/PL SQL Developer,https://spb.hh.ru/vacancy/54917886,,,,"ЕвроХим, Минерально-Химическая Компания","Москва, Павелецкая"
hh.ru,Преподаватель по программированию на Minecraft (удалённо),https://spb.hh.ru/vacancy/66113846,40000.0,,руб,TutGood,Москва
hh.ru,Разработчик SQL,https://spb.hh.ru/vacancy/55862099,,,,QIWI,Пермь
hh.ru,Full stack WEB-разработчик (Python),https://spb.hh.ru/vacancy/55471391,160000.0,220000.0,руб,ЛогЛаб,"Москва, Алтуфьево и еще 1 "
hh.ru,MLOps Engineer,https://spb.hh.ru/vacancy/48937335,,,,Samsung Research Russia,"Москва, Белорусская и еще 1 "
hh.ru,Senior Python Developer,https://spb.hh.ru/vacancy/53415358,,,,Мегафон 1440,Москва
hh.ru,Senior Python Developer (remote),https://spb.hh.ru/vacancy/54962671,250000.0,,руб,BestDoctor,Москва
hh.ru,Middle Python Developer,https://spb.hh.ru/vacancy/55461302,,,,ITGLOBAL.COM,Санкт-Петербург
hh.ru,ML инженер,https://spb.hh.ru/vacancy/54298585,,,,АО НПЦ ЭЛВИС,Зеленоград
hh.ru,Python-разработчик,https://spb.hh.ru/vacancy/55303308,170000.0,270000.0,руб,Контур,Екатеринбург
hh.ru,Python разработчик,https://spb.hh.ru/vacancy/55393759,,,,Казанский (Приволжский) федеральный университет,"Казань, Кремлевская"
hh.ru,Python-разработчик,https://spb.hh.ru/vacancy/55303375,170000.0,270000.0,руб,Контур,Челябинск
hh.ru,Automation QA Engineer (Senior),https://spb.hh.ru/vacancy/54951136,250000.0,290000.0,руб,Бизнес-Азимут,Москва
hh.ru,Data Analyst,https://spb.hh.ru/vacancy/53381497,,,,ООО ТАКСТЕЛЕКОМ,Казань
hh.ru,Data engineer,https://spb.hh.ru/vacancy/50642548,,,,KamaGames Studio,"Москва, Новокузнецкая"
hh.ru,Репетитор по программированию (Рython),https://spb.hh.ru/vacancy/54431127,,,,ООО Онлайн-школа Фоксфорд,Москва
hh.ru,Python-разработчик,https://spb.hh.ru/vacancy/55302945,170000.0,270000.0,руб,Контур,Пермь
hh.ru,Аналитик (Маркетинг),https://spb.hh.ru/vacancy/54235932,,,,BANZAI.GAMES,Москва
hh.ru,Middle/Senior Python Developer,https://spb.hh.ru/vacancy/54374423,,,,Информационное агентство России ТАСС,Москва
hh.ru,Python-разработчик,https://spb.hh.ru/vacancy/55302919,170000.0,270000.0,руб,Контур,Тюмень
hh.ru,Full-stack разработчик,https://spb.hh.ru/vacancy/55208075,,120000.0,руб,SEVENCOM,Екатеринбург
hh.ru,Разработчик ПО под Linux/Системный администратор Linux,https://spb.hh.ru/vacancy/55183008,90000.0,120000.0,руб,Радиофид,"Санкт-Петербург, Озерки и еще 1 "
hh.ru,Python разработчик,https://spb.hh.ru/vacancy/55304376,,,,Монополия,Санкт-Петербург
hh.ru,System developer С++ / Python (middleware),https://spb.hh.ru/vacancy/55438670,,,,SberAutoTech,Москва
hh.ru,Python разработчик,https://spb.hh.ru/vacancy/55367570,,,,БАРС Груп,Воронеж
hh.ru,Python Developer (Middle),https://spb.hh.ru/vacancy/54812750,,,,Flatstack,"Казань, Площадь Тукая"
hh.ru,Разработчик Python,https://spb.hh.ru/vacancy/55318987,,220000.0,руб,SberTech,Санкт-Петербург
hh.ru,Web-разработчик / Backend программист Python,https://spb.hh.ru/vacancy/55367183,80000.0,180000.0,руб,ORBIS,Калуга
hh.ru,Разработчик SQL,https://spb.hh.ru/vacancy/55383858,160000.0,,руб,Пятёрочка. Офис,Москва
hh.ru,Программист Python,https://spb.hh.ru/vacancy/55290241,45000.0,,руб,ООО СИСТЕМЫ МОНИТОРИНГА,Тольятти
hh.ru,Программист Python (Webscanner),https://spb.hh.ru/vacancy/55469775,,,,Positive Technologies,Москва
hh.ru,Python Developer,https://spb.hh.ru/vacancy/54877585,,150000.0,руб,ООО Кросстех Солюшнс Групп,"Москва, Беговая и еще 2 "
hh.ru,Senior Python Developer (MLOps tool + OpenSource / US-startup),https://spb.hh.ru/vacancy/55365278,6000.0,8000.0,USD,Hunt For You,Москва
hh.ru,Senior Python Developer (remote),https://spb.hh.ru/vacancy/55012550,250000.0,,руб,BestDoctor,Санкт-Петербург
hh.ru,Разработчик Python (мониторинг инфраструктуры),https://spb.hh.ru/vacancy/54036822,,,,Сбер. IT,"Москва, Кожуховская"
hh.ru,Аналитик-разработчик SQL / Python,https://spb.hh.ru/vacancy/54831154,,,,Офис «Азбука вкуса»,Москва
hh.ru,Python разработчик,https://spb.hh.ru/vacancy/55367571,,,,БАРС Груп,Челябинск
hh.ru,Middle Python Developer,https://spb.hh.ru/vacancy/55046629,,,,ООО Ак Барс Цифровые Технологии,"Казань, Козья слобода"
hh.ru,Backend разработчик Python (Middle),https://spb.hh.ru/vacancy/55330157,,,,ООО Artel,Ташкент
hh.ru,Программист-разработчик C++/Qt (Middle),https://spb.hh.ru/vacancy/55899253,90000.0,,руб,CG Tribe,Ижевск
hh.ru,Python Developer,https://spb.hh.ru/vacancy/55559243,,,,ООО Код Тех,Москва
hh.ru,Разработчик Python (middle),https://spb.hh.ru/vacancy/55422563,,,,ООО МКК Киберлэндинг,Санкт-Петербург
hh.ru,Python-разработчик во внутренний каталог сервисов,https://spb.hh.ru/vacancy/55327795,,,,Яндекс,Москва
hh.ru,Data-Scientist/Researcher,https://spb.hh.ru/vacancy/55348074,,,,Star-Staff,Москва
hh.ru,Python разработчик (Middle),https://spb.hh.ru/vacancy/55376614,,,,ООО ФСК Агент,"Москва, Достоевская и еще 2 "
hh.ru,Hadoop\SQL Developer(Middle\Senior),https://spb.hh.ru/vacancy/52661394,,,,MASTERDATA,Москва
hh.ru,Senior Python-разработчик в Цифровые поверхности Салют (SberDevices),https://spb.hh.ru/vacancy/54825722,200000.0,400000.0,руб,Сбер. IT,"Москва, Кутузовская и еще 1 "
hh.ru,Инженер-программист на Python,https://spb.hh.ru/vacancy/55393797,,,,Казанский (Приволжский) федеральный университет,"Казань, Кремлевская"
hh.ru,Разработчик Python (senior),https://spb.hh.ru/vacancy/54955475,,,,ООО МКК Киберлэндинг,Москва
hh.ru,Data Scientist (CV Researcher),https://spb.hh.ru/vacancy/55559675,,,,Сбер. IT,Москва
hh.ru,Разработчик C++,https://spb.hh.ru/vacancy/55192592,,,,ТРИДИВИ,Челябинск
hh.ru,Senior Python developer,https://spb.hh.ru/vacancy/50887320,,,,Rutube,Москва
hh.ru,Data Engineer,https://spb.hh.ru/vacancy/54606545,,,,Норникель,Москва
hh.ru,Data Engineer,https://spb.hh.ru/vacancy/55160557,,,,Playgendary,Санкт-Петербург
hh.ru,Data Аналитик,https://spb.hh.ru/vacancy/55466879,,,,АО Aitas KZ,Алматы
hh.ru,Преподаватель Web-разработки на Python,https://spb.hh.ru/vacancy/54327563,80000.0,,руб,Алабуга. Международная школа,Новосибирск
hh.ru,Аналитик-разработчик продуктовой отчетности,https://spb.hh.ru/vacancy/53181652,,,,Tele2,"Москва, Румянцево"
hh.ru,Разработчик (Big Data),https://spb.hh.ru/vacancy/55442267,,,,"ПАО «МТС», IT",Псков
hh.ru,Data / ML Engineer (Персонализация),https://spb.hh.ru/vacancy/55135252,,,,"Компания «СПОРТМАСТЕР», Sportmaster Lab",Краснодар
hh.ru,Python Big Data Developer,https://spb.hh.ru/vacancy/55369117,,,,Nitka Technologies,Нур-Султан
hh.ru,Senior Python разработчик,https://spb.hh.ru/vacancy/55197621,,,,INFOWATCH,Москва
hh.ru,Application Security Engineer,https://spb.hh.ru/vacancy/54564624,,,,inDriver,"Москва, Белорусская"
hh.ru,Senior Data Engineer в BI Team,https://spb.hh.ru/vacancy/54900936,,,,ООО ЭдСервер,Москва
hh.ru,Backend / Fullstack разработчик,https://spb.hh.ru/vacancy/66062087,100000.0,150000.0,руб,Дизайнмастер,Новосибирск
hh.ru,Python Developer,https://spb.hh.ru/vacancy/55525292,,,,Improvado,Алматы
hh.ru,Data Engineer (команда автоматизации ML-процессов),https://spb.hh.ru/vacancy/55485869,,,,"VK, Социальные сети, Мой мир","Москва, Аэропорт"
hh.ru,Data Engineer (команда Big Data Infrastructure),https://spb.hh.ru/vacancy/55567461,,,,VK,Москва
hh.ru,Senior Python Developer (remote),https://spb.hh.ru/vacancy/55012556,250000.0,,руб,BestDoctor,Пермь
hh.ru,Python-разработчик во внутренний каталог сервисов,https://spb.hh.ru/vacancy/55327796,,,,Яндекс,Санкт-Петербург
hh.ru,Senior Python разработчик (PT Sandbox),https://spb.hh.ru/vacancy/55470021,,,,Positive Technologies,Самара
hh.ru,Data Analyst / Data Engineer,https://spb.hh.ru/vacancy/55545617,,,,МСП Банк,Москва
hh.ru,Python разработчик,https://spb.hh.ru/vacancy/55304377,,,,Монополия,Москва
hh.ru,Python developer,https://spb.hh.ru/vacancy/55157374,,,,LG Electronics Inc.,"Санкт-Петербург, Чернышевская"
hh.ru,Senior Python Developer (remote),https://spb.hh.ru/vacancy/55012552,250000.0,,руб,BestDoctor,Ростов-на-Дону
hh.ru,Программист Python (Webscanner),https://spb.hh.ru/vacancy/55469779,,,,Positive Technologies,Санкт-Петербург
hh.ru,Python TeamLead,https://spb.hh.ru/vacancy/55432518,,,,ООО «Газпромнефть-Региональные продажи»,Санкт-Петербург
hh.ru,QA Automation engineer (Python),https://spb.hh.ru/vacancy/55549932,,,,ПАО ТрансКонтейнер,"Москва, Маяковская"
hh.ru,Middle / Senior Python/Go developer,https://spb.hh.ru/vacancy/30548119,80000.0,200000.0,руб,ООО МедиаСофт,Ульяновск
hh.ru,Backend разработчик Python (Middle/Senior),https://spb.hh.ru/vacancy/55542448,,,,ООО UNITEL LLC,Ташкент
hh.ru,QA Automation Engineer (Python),https://spb.hh.ru/vacancy/55593224,,,,IBS,Санкт-Петербург
hh.ru,Senior Data Scientist по направлению биоинформатика,https://spb.hh.ru/vacancy/55318384,,,,Институт искусственного интеллекта AIRI,Москва
hh.ru,Backend developer (Python),https://spb.hh.ru/vacancy/54935116,,,,red_mad_robot,Томск
hh.ru,Python-разработчик (удаленно),https://spb.hh.ru/vacancy/49056356,,,,ООО Строительный Двор,Москва
hh.ru,Ведущий разработчик Python (Lead),https://spb.hh.ru/vacancy/47122311,,,,АО РТИ,Москва
hh.ru,Team Lead / Backend developer Python/Django,https://spb.hh.ru/vacancy/55329673,,320000.0,руб,Российское общество Знание,Москва
hh.ru,Разработчик SQL,https://spb.hh.ru/vacancy/55326718,,,,ПАО «Газпром нефть»,Санкт-Петербург
hh.ru,Middle Python Developer,https://spb.hh.ru/vacancy/55331409,,,,АО ОКБ,"Москва, Павелецкая и еще 2 "
hh.ru,BI Аналитик,https://spb.hh.ru/vacancy/55466255,,,,АО Aitas KZ,Алматы
hh.ru,Senior Python разработчик (PT Sandbox),https://spb.hh.ru/vacancy/55470017,,,,Positive Technologies,Санкт-Петербург
hh.ru,Python Developer,https://spb.hh.ru/vacancy/55276689,,,,Филиал ФТМ Хьюманс Европа ЛТД,Санкт-Петербург
hh.ru,Data Analyst,https://spb.hh.ru/vacancy/55107140,200000.0,,руб,ООО РБ,Санкт-Петербург
hh.ru,Data Engineer,https://spb.hh.ru/vacancy/48958930,,,,Тинькофф,Ростов-на-Дону
hh.ru,Математик-программист,https://spb.hh.ru/vacancy/54971847,,,,АО НефтеТрансСервис,Москва
hh.ru,Python Developer,https://spb.hh.ru/vacancy/55357013,,,,LeverX International,Болгария
hh.ru,ML/DS инженер (CV),https://spb.hh.ru/vacancy/55342395,,,,ID R&D,"Санкт-Петербург, Выборгская"
hh.ru,Data Engineer,https://spb.hh.ru/vacancy/44310355,,,,Тинькофф,Санкт-Петербург
hh.ru,Data Scientist/Machine Learning Engineer (Developer),https://spb.hh.ru/vacancy/55343709,,,,Comexp,Санкт-Петербург
hh.ru,Преподаватель направления «Разработка программного обеспечения Python»,https://spb.hh.ru/vacancy/55566281,,,,Санкт-Петербургский политехнический университет Петра Великого (ФГАОУ ВО СПбПУ),"Санкт-Петербург, Политехническая"
hh.ru,Python developer (remote),https://spb.hh.ru/vacancy/55272367,,,,ООО Банк 131,Москва
hh.ru,Разработчик python (junior),https://spb.hh.ru/vacancy/51277338,50000.0,,руб,АО Коммерческий банк «Хлынов»,Киров (Кировская область)
hh.ru,"Data Scientist, Поиск и Каталог, NLP",https://spb.hh.ru/vacancy/55433917,,,,Ozon Информационные технологии,Санкт-Петербург
hh.ru,Backend разработчик Python Senior (Проект Персональные данные),https://spb.hh.ru/vacancy/54261880,,,,"ГРЧЦ, ФГУП","Москва, Марьина Роща"
hh.ru,Senior Python-разработчик,https://spb.hh.ru/vacancy/52807213,,,,"VK, MY.GAMES",Санкт-Петербург
hh.ru,Data scientist,https://spb.hh.ru/vacancy/55257381,,,,ПАО Промсвязьбанк,"Москва, Павелецкая"
hh.ru,Python - разработчик (ALM 2.0 Динамическое моделирование баланса),https://spb.hh.ru/vacancy/55340537,,,,"Иннотех, Группа компаний",Москва
hh.ru,Python-разработчик в команду клиентских сервисов,https://spb.hh.ru/vacancy/53835439,,,,Selectel,"Санкт-Петербург, Московские ворота"
hh.ru,QA automation engineer (Python),https://spb.hh.ru/vacancy/55518118,,,,Сбер. IT,Москва
hh.ru,Back-end Python Developer,https://spb.hh.ru/vacancy/54730642,,,,ООО СолбегСофт,Минск
hh.ru,Senior QA Automation (Python),https://spb.hh.ru/vacancy/55535739,,,,ООО Аренадата Софтвер,Санкт-Петербург
hh.ru,Junior Data Analyst,https://spb.hh.ru/vacancy/55279363,,,,Ridex GmbH,"Новосибирск, Площадь Ленина"
hh.ru,"Data scientist / Machine learning engineer (команда рекомендаций и машинного обучения, ВКонтакте)",https://spb.hh.ru/vacancy/55357188,,,,"VK, Социальные сети, Одноклассники",Москва
hh.ru,Python developer,https://spb.hh.ru/vacancy/53651431,,,,Курсус,"Санкт-Петербург, Чернышевская"
hh.ru,Ментор по Python,https://spb.hh.ru/vacancy/55386207,20000.0,40000.0,руб,Your CodeReview,Москва
hh.ru,Data Engineer в команду Data Science Блока «Сеть Продаж»,https://spb.hh.ru/vacancy/54724724,,,,Сбер. Data Science,Москва
hh.ru,Data Engineer (DWH),https://spb.hh.ru/vacancy/55310268,,,,АВИТО ТЕХ: разработка,"Москва, Белорусская"
hh.ru,Lead QA engineer (Python),https://spb.hh.ru/vacancy/53167378,,,,Мегафон 1440,Москва
hh.ru,Разработчик ETL (Python),https://spb.hh.ru/vacancy/55228285,200000.0,,руб,АО Синхро,"Москва, Выставочная"
hh.ru,Data Engineer,https://spb.hh.ru/vacancy/53270949,,,,ANCOR,Москва
hh.ru,Python-разработчик на Django,https://spb.hh.ru/vacancy/54393291,,,,Riki.Team,Санкт-Петербург
hh.ru,Разработчик RPA,https://spb.hh.ru/vacancy/55046852,,,,АО Гринатом,Красноярск
hh.ru,Middle Python разработчик в SberDevices (инфраструктура поиска),https://spb.hh.ru/vacancy/54721570,,,,Сбер. IT,"Москва, Кутузовская и еще 1 "
hh.ru,"Инженер по автоматизации тестирования Python, Кастомные интеграции и селлер апи",https://spb.hh.ru/vacancy/47219792,,,,Ozon Информационные технологии,"Москва, Деловой центр и еще 2 "
hh.ru,Senior Data Engineer / ETL-engineer,https://spb.hh.ru/vacancy/54262510,,,,Hoff,Краснодар
hh.ru,QA Automation Engineer (Python),https://spb.hh.ru/vacancy/55537266,,,,Employcity,Москва
hh.ru,Программист-разработчик,https://spb.hh.ru/vacancy/54590414,,,,Новосибирский государственный университет,Новосибирск
hh.ru,Разработчик инструментов DevOps,https://spb.hh.ru/vacancy/55596207,150000.0,300000.0,руб,SberTech,"Москва, Тульская"
hh.ru,Разработчик электронных курсов в сфере IT,https://spb.hh.ru/vacancy/55272473,100000.0,,руб,ООО Кодебай,Москва
hh.ru,Python-разработчик,https://spb.hh.ru/vacancy/55189194,170000.0,270000.0,руб,Контур,Москва
hh.ru,Разработчик геоинформационных систем [id111016],https://spb.hh.ru/vacancy/53860553,,,,ПАО «Газпром нефть»,"Санкт-Петербург, Фрунзенская"
hh.ru,Разработчик ETL,https://spb.hh.ru/vacancy/44310450,,,,Тинькофф,Санкт-Петербург
hh.ru,Преподаватель Web-разработки на Python,https://spb.hh.ru/vacancy/54327560,80000.0,,руб,Алабуга. Международная школа,Самара
hh.ru,Data Scientist,https://spb.hh.ru/vacancy/54920334,,,,Яндекс,Москва
hh.ru,Разработчик Python,https://spb.hh.ru/vacancy/55248273,,,,ПАО Первая Грузовая Компания,"Москва, Бауманская и еще 2 "
hh.ru,Python Developer,https://spb.hh.ru/vacancy/55188828,,,,Nexign (АО Нэксайн),Нижний Новгород
hh.ru,Python Big Data Developer,https://spb.hh.ru/vacancy/55369116,,,,Nitka Technologies,Минск
hh.ru,QA automation engineer (Python),https://spb.hh.ru/vacancy/55312954,,300000.0,руб,ООО Опендэв,Москва
hh.ru,Разработчик Python,https://spb.hh.ru/vacancy/45607335,,,,ООО Ростелеком Информационные Технологии,Краснодар
hh.ru,Auto Web Tester,https://spb.hh.ru/vacancy/55537479,180000.0,,руб,ООО РБ,Москва
hh.ru,QA automation engineer (Видеоаналитика),https://spb.hh.ru/vacancy/55335451,250000.0,350000.0,руб,Сибур,Москва
hh.ru,Python Developer,https://spb.hh.ru/vacancy/55395726,,,,Andersen,Баку
hh.ru,Senior Python разработчик,https://spb.hh.ru/vacancy/55427113,,,,КРОК,Москва
hh.ru,Автор курса по Python,https://spb.hh.ru/vacancy/54676063,,,,Школа программирования Kodland,Москва
hh.ru,Разработчик Python,https://spb.hh.ru/vacancy/53315953,250000.0,,руб,АО ФинТех,"Москва, Полянка"
hh.ru,Algorithm Engineer/Deep Learning Engineer/Machine Learning Engineer,https://spb.hh.ru/vacancy/55236459,200000.0,750000.0,руб,VanJee Technology,Москва
hh.ru,Python compiler development engineer,https://spb.hh.ru/vacancy/55441158,,,,HUAWEI,"Нижний Новгород, Горьковская"
hh.ru,Python-разработчик в Цифровые поверхности Салют (SberDevices),https://spb.hh.ru/vacancy/53287494,200000.0,400000.0,руб,Сбер. IT,"Москва, Кутузовская и еще 1 "
hh.ru,Automation QA Intern,https://spb.hh.ru/vacancy/54785639,,,,a1qa,Ташкент
hh.ru,Middle Python Developer,https://spb.hh.ru/vacancy/52328840,100000.0,,руб,ООО Центр цифрового развития,Красноярск
hh.ru,Data-инженер хранилищ данных,https://spb.hh.ru/vacancy/55569542,,,,Московский метрополитен,Москва
hh.ru,Middle/Senior Python Developer,https://spb.hh.ru/vacancy/55221601,180000.0,320000.0,руб,ООО МВП,Москва
hh.ru,Senior python developer,https://spb.hh.ru/vacancy/54994479,,,,ООО Ак Барс Цифровые Технологии,Москва
hh.ru,QA Automation (Python),https://spb.hh.ru/vacancy/55404630,,,,ООО ИЦ АЙ-ТЕКО,Москва
hh.ru,Senior QA Automation (Python),https://spb.hh.ru/vacancy/55535730,,,,ООО Аренадата Софтвер,Ростов-на-Дону
hh.ru,Python Big Data Developer,https://spb.hh.ru/vacancy/55369118,,,,Nitka Technologies,Армения
hh.ru,Python программист (MaxPatrol 10),https://spb.hh.ru/vacancy/55252915,,,,Positive Technologies,Москва
hh.ru,Backend разработчик (Python),https://spb.hh.ru/vacancy/55319207,,,,"РУСАЛ, Центр подбора персонала",Москва
hh.ru,Разработчик на Python,https://spb.hh.ru/vacancy/55318176,,100000.0,руб,Gr8 Create,Санкт-Петербург
hh.ru,Разработчик SQL,https://spb.hh.ru/vacancy/55383859,160000.0,,руб,Пятёрочка. Офис,Краснодар
hh.ru,Data Engineer,https://spb.hh.ru/vacancy/52816957,,,,Тинькофф,Краснодар
hh.ru,Python Developer,https://spb.hh.ru/vacancy/55228331,,,,Группа НЛМК,Москва
hh.ru,Разработчик Hadoop,https://spb.hh.ru/vacancy/53892020,,,,ПАО Ростелеком,Санкт-Петербург
hh.ru,Python/Django-программист,https://spb.hh.ru/vacancy/55179711,,,,ООО Софтвэй++,Санкт-Петербург
hh.ru,Data Engineer,https://spb.hh.ru/vacancy/55462542,,,,Playgendary,Екатеринбург
hh.ru,Разработчик Python(R&D),https://spb.hh.ru/vacancy/43558725,,,,Группа компаний Астра,"Москва, Верхние Котлы и еще 1 "
hh.ru,Middle Data Engineer,https://spb.hh.ru/vacancy/55415467,,,,Playrix,Нур-Султан
hh.ru,Machine Learning Engineer (отдел Перформанса),https://spb.hh.ru/vacancy/50038292,,,,VK,"Москва, Аэропорт"
hh.ru,Разработчик Python,https://spb.hh.ru/vacancy/55229588,45000.0,60000.0,руб,ИП Черников Валерий Васильевич,Белгород
hh.ru,Data Scientist,https://spb.hh.ru/vacancy/55351168,,,,"ПАО МегаФон, IT",Самара
hh.ru,Senior (Python) Developer,https://spb.hh.ru/vacancy/55323433,1200000.0,,KZT,ТОО АНКОР Центральная Азия,Нур-Султан
hh.ru,Data scientist,https://spb.hh.ru/vacancy/54012061,,,,"VK, Социальные сети, Одноклассники",Санкт-Петербург
hh.ru,Data Engineer направления разработки витрин данных,https://spb.hh.ru/vacancy/55376830,,,,"Иннотех, Группа компаний",Москва
hh.ru,Программист-разработчик,https://spb.hh.ru/vacancy/55302397,35000.0,60000.0,руб,ООО Инфострой,Симферополь
hh.ru,SQL разработчик (DWH),https://spb.hh.ru/vacancy/54889898,,,,Сравни,"Москва, Площадь Ильича и еще 1 "
hh.ru,Python developer (middle/senior),https://spb.hh.ru/vacancy/55330129,,,,Сбер. IT,Санкт-Петербург
hh.ru,Разработчик С/С++,https://spb.hh.ru/vacancy/55202833,100000.0,200000.0,руб,AISA,"Санкт-Петербург, Чернышевская"
hh.ru,Разработчик python,https://spb.hh.ru/vacancy/55193968,15000.0,45000.0,руб,Спанова Кира,Москва
hh.ru,"Преподаватель курсов «Программирование на языке Python», «Особенности тестирования на Python»",https://spb.hh.ru/vacancy/54939889,,,,Центр компьютерного обучения СПЕЦИАЛИСТ при МГТУ им. Н.Э.Баумана,"Москва, Бауманская"
hh.ru,Senior Python developer,https://spb.hh.ru/vacancy/54623880,200000.0,250000.0,руб,NETRIKA,Санкт-Петербург
hh.ru,"Разработчик Python, ETL, Senior/Lead",https://spb.hh.ru/vacancy/52017335,,,,ООО Диплей,Новосибирск
hh.ru,"Наставник на курс ""Алгоритмы для разработчиков""",https://spb.hh.ru/vacancy/54278375,,,,Яндекс Практикум,Москва
hh.ru,ML Engineer/ Data Scientist (WAF),https://spb.hh.ru/vacancy/55302233,,,,Positive Technologies,"Санкт-Петербург, Чернышевская"
hh.ru,Аналитик - математик,https://spb.hh.ru/vacancy/55429502,,,,Altenar,Владимир
hh.ru,Python-разработчик,https://spb.hh.ru/vacancy/55128327,,,,ЛАНИТ-ТЕРКОМ,"Санкт-Петербург, Чернышевская"
hh.ru,"Middle бэкенд-разработчик (Python, C++)",https://spb.hh.ru/vacancy/55346083,,,,ISPsystem,Иннополис
hh.ru,Специалист по тестированию (автотесты) / QA engineer (удалённо),https://spb.hh.ru/vacancy/55504168,,140000.0,руб,АО НТЦ ЕЭС Информационные Комплексы,"Москва, Китай-город и еще 1 "
hh.ru,Разработчик Python (Middle/Senior),https://spb.hh.ru/vacancy/55181057,,,,ООО ИЦ АЙ-ТЕКО,Москва
hh.ru,Middle/Senior Python Developer,https://spb.hh.ru/vacancy/55205592,200000.0,,руб,Scalable Solutions,Санкт-Петербург
hh.ru,Стажер направления DevOps ОТП Банк,https://spb.hh.ru/vacancy/55153882,,,,FutureToday,Москва
hh.ru,Python Developer,https://spb.hh.ru/vacancy/50448223,,,,ООО Деко Системс,Москва
hh.ru,Data Engineer,https://spb.hh.ru/vacancy/55212183,,,,Тинькофф,Москва
hh.ru,Python-разработчик,https://spb.hh.ru/vacancy/55132626,,,,ООО Хокинг Бразерс,Владимир
hh.ru,Программист Python,https://spb.hh.ru/vacancy/52799696,,,,ООО Аптека25,Владивосток
hh.ru,Python-разработчик / Middle/Senior/TechLead,https://spb.hh.ru/vacancy/51970310,,,,KODE,Калининград
hh.ru,Middle / Senior Python/Go developer,https://spb.hh.ru/vacancy/40379537,90000.0,200000.0,руб,ООО МедиаСофт,"Санкт-Петербург, Петроградская и еще 1 "
hh.ru,"Инженер по автоматизации тестирования Python, Платформа, Поиск",https://spb.hh.ru/vacancy/50880902,,,,Ozon Информационные технологии,"Москва, Деловой центр и еще 2 "
hh.ru,ML Engineer/ Data Scientist (WAF),https://spb.hh.ru/vacancy/55302220,,,,Positive Technologies,"Нижний Новгород, Горьковская"
hh.ru,Python-разработчик в Цифровые поверхности Салют (Речевые технологии),https://spb.hh.ru/vacancy/53287489,,,,Сбер. IT,Москва
hh.ru,Middle/Senior Python разработчик,https://spb.hh.ru/vacancy/50878194,,,,QIWI,"Москва, Чертановская"
hh.ru,Middle/Senior ETL разработчик (Phyton),https://spb.hh.ru/vacancy/55128339,,350000.0,руб,ООО АЙТИ.СПЕЙС,Москва
hh.ru,Python & JAICP developer,https://spb.hh.ru/vacancy/55156709,,140000.0,руб,Cleverbots,Москва
hh.ru,Разработчик ETL,https://spb.hh.ru/vacancy/50062793,,,,Тинькофф,Саратов
hh.ru,Инженер мониторинга (Python),https://spb.hh.ru/vacancy/54178222,,,,АО РТ Лабс,Москва
hh.ru,Data engineer (DWH),https://spb.hh.ru/vacancy/54451392,,,,Сравни,"Москва, Площадь Ильича и еще 1 "
hh.ru,QA engineer (Python),https://spb.hh.ru/vacancy/55440089,,,,Sitronics KT,"Санкт-Петербург, Василеостровская"
hh.ru,Python developer,https://spb.hh.ru/vacancy/54599022,,,,CoMagic.dev,Москва
